District_x,Area Type,Total Population,Male Population,Female Population,Area (sq km),Population Density,State,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,Literacy,Estimated Unemployment Rate (%),lat,lng
panipat,Total,1205437.0,646857.0,558580.0,1268.0,951.0,haryana,2006,46,25,65,65,29,17,198,19,18,13,75.94,25.06,29.4004,76.97
panipat,Total,1205437.0,646857.0,558580.0,1268.0,951.0,haryana,2007,35,20,34,34,24,9,210,11,13,18,75.94,25.06,29.4004,76.97
panipat,Total,1205437.0,646857.0,558580.0,1268.0,951.0,haryana,2008,46,16,30,30,34,18,225,13,16,17,75.94,25.06,29.4004,76.97
panipat,Total,1205437.0,646857.0,558580.0,1268.0,951.0,haryana,2009,64,30,45,45,31,20,168,19,26,44,75.94,25.06,29.4004,76.97
panipat,Total,1205437.0,646857.0,558580.0,1268.0,951.0,haryana,2010,32,31,55,55,49,16,152,13,22,30,75.94,25.06,29.4004,76.97
panipat,Total,1205437.0,646857.0,558580.0,1268.0,951.0,haryana,2011,49,26,47,47,70,20,145,11,29,19,75.94,25.06,29.4004,76.97
panipat,Total,1205437.0,646857.0,558580.0,1268.0,951.0,haryana,2012,47,28,35,35,67,20,155,15,23,12,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2001,43,26,38,38,10,9,144,11,16,11,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2002,46,25,43,42,21,9,180,9,22,20,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2003,47,21,38,38,9,7,156,13,17,22,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2004,37,22,38,38,8,11,142,4,14,8,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2005,42,19,56,56,21,14,164,11,11,10,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2006,46,25,65,65,29,17,198,19,18,13,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2007,35,20,34,34,24,9,210,11,13,18,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2008,46,16,30,30,34,18,225,13,16,17,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2009,64,30,45,45,31,20,168,19,26,44,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2010,32,31,55,55,49,16,152,13,22,30,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2011,49,26,47,47,70,20,145,11,29,19,75.94,25.06,29.4004,76.97
panipat,Rural,650352.0,349642.0,300710.0,1188.65,547.0,haryana,2012,47,28,35,35,67,20,155,15,23,12,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2001,43,26,38,38,10,9,144,11,16,11,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2002,46,25,43,42,21,9,180,9,22,20,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2003,47,21,38,38,9,7,156,13,17,22,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2004,37,22,38,38,8,11,142,4,14,8,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2005,42,19,56,56,21,14,164,11,11,10,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2006,46,25,65,65,29,17,198,19,18,13,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2007,35,20,34,34,24,9,210,11,13,18,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2008,46,16,30,30,34,18,225,13,16,17,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2009,64,30,45,45,31,20,168,19,26,44,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2010,32,31,55,55,49,16,152,13,22,30,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2011,49,26,47,47,70,20,145,11,29,19,75.94,25.06,29.4004,76.97
panipat,Urban,555085.0,297215.0,257870.0,79.35,6995.0,haryana,2012,47,28,35,35,67,20,155,15,23,12,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2001,43,26,38,38,10,9,144,11,16,11,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2002,46,25,43,42,21,9,180,9,22,20,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2003,47,21,38,38,9,7,156,13,17,22,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2004,37,22,38,38,8,11,142,4,14,8,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2005,42,19,56,56,21,14,164,11,11,10,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2006,46,25,65,65,29,17,198,19,18,13,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2007,35,20,34,34,24,9,210,11,13,18,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2008,46,16,30,30,34,18,225,13,16,17,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2009,64,30,45,45,31,20,168,19,26,44,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2010,32,31,55,55,49,16,152,13,22,30,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2011,49,26,47,47,70,20,145,11,29,19,75.94,25.06,29.4004,76.97
panipat,Total,791634.0,423899.0,367735.0,536.31,1476.0,haryana,2012,47,28,35,35,67,20,155,15,23,12,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2001,43,26,38,38,10,9,144,11,16,11,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2002,46,25,43,42,21,9,180,9,22,20,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2003,47,21,38,38,9,7,156,13,17,22,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2004,37,22,38,38,8,11,142,4,14,8,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2005,42,19,56,56,21,14,164,11,11,10,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2006,46,25,65,65,29,17,198,19,18,13,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2007,35,20,34,34,24,9,210,11,13,18,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2008,46,16,30,30,34,18,225,13,16,17,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2009,64,30,45,45,31,20,168,19,26,44,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2010,32,31,55,55,49,16,152,13,22,30,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2011,49,26,47,47,70,20,145,11,29,19,75.94,25.06,29.4004,76.97
panipat,Rural,276259.0,148063.0,128196.0,461.62,598.0,haryana,2012,47,28,35,35,67,20,155,15,23,12,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2001,43,26,38,38,10,9,144,11,16,11,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2002,46,25,43,42,21,9,180,9,22,20,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2003,47,21,38,38,9,7,156,13,17,22,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2004,37,22,38,38,8,11,142,4,14,8,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2005,42,19,56,56,21,14,164,11,11,10,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2006,46,25,65,65,29,17,198,19,18,13,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2007,35,20,34,34,24,9,210,11,13,18,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2008,46,16,30,30,34,18,225,13,16,17,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2009,64,30,45,45,31,20,168,19,26,44,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2010,32,31,55,55,49,16,152,13,22,30,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2011,49,26,47,47,70,20,145,11,29,19,75.94,25.06,29.4004,76.97
panipat,Urban,515375.0,275836.0,239539.0,74.69,6900.0,haryana,2012,47,28,35,35,67,20,155,15,23,12,75.94,25.06,29.4004,76.97
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2001,73,49,15,15,12,14,346,18,22,14,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2002,82,49,14,14,16,8,290,20,15,10,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2003,62,37,15,15,20,6,300,17,21,5,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2004,67,34,13,13,20,5,315,16,22,12,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2005,73,42,28,28,29,10,287,14,21,22,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2006,69,39,31,31,49,18,331,26,46,28,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2007,75,44,24,24,26,16,314,16,30,27,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2008,84,48,36,36,43,16,291,24,31,50,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2009,83,70,32,32,42,15,239,17,21,46,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2010,81,66,27,27,56,19,222,26,32,36,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2011,78,65,27,27,42,12,197,23,19,15,79.12,25.06,28.9958,77.0114
sonipat,Total,1450001.0,781299.0,668702.0,2122.0,683.0,haryana,2012,86,67,32,32,49,13,183,30,26,25,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2001,73,49,15,15,12,14,346,18,22,14,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2002,82,49,14,14,16,8,290,20,15,10,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2003,62,37,15,15,20,6,300,17,21,5,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2004,67,34,13,13,20,5,315,16,22,12,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2005,73,42,28,28,29,10,287,14,21,22,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2006,69,39,31,31,49,18,331,26,46,28,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2007,75,44,24,24,26,16,314,16,30,27,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2008,84,48,36,36,43,16,291,24,31,50,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2009,83,70,32,32,42,15,239,17,21,46,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2010,81,66,27,27,56,19,222,26,32,36,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2011,78,65,27,27,42,12,197,23,19,15,79.12,25.06,28.9958,77.0114
sonipat,Rural,996637.0,538750.0,457887.0,2039.99,489.0,haryana,2012,86,67,32,32,49,13,183,30,26,25,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2001,73,49,15,15,12,14,346,18,22,14,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2002,82,49,14,14,16,8,290,20,15,10,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2003,62,37,15,15,20,6,300,17,21,5,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2004,67,34,13,13,20,5,315,16,22,12,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2005,73,42,28,28,29,10,287,14,21,22,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2006,69,39,31,31,49,18,331,26,46,28,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2007,75,44,24,24,26,16,314,16,30,27,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2008,84,48,36,36,43,16,291,24,31,50,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2009,83,70,32,32,42,15,239,17,21,46,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2010,81,66,27,27,56,19,222,26,32,36,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2011,78,65,27,27,42,12,197,23,19,15,79.12,25.06,28.9958,77.0114
sonipat,Urban,453364.0,242549.0,210815.0,82.01,5528.0,haryana,2012,86,67,32,32,49,13,183,30,26,25,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2001,73,49,15,15,12,14,346,18,22,14,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2002,82,49,14,14,16,8,290,20,15,10,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2003,62,37,15,15,20,6,300,17,21,5,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2004,67,34,13,13,20,5,315,16,22,12,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2005,73,42,28,28,29,10,287,14,21,22,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2006,69,39,31,31,49,18,331,26,46,28,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2007,75,44,24,24,26,16,314,16,30,27,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2008,84,48,36,36,43,16,291,24,31,50,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2009,83,70,32,32,42,15,239,17,21,46,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2010,81,66,27,27,56,19,222,26,32,36,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2011,78,65,27,27,42,12,197,23,19,15,79.12,25.06,28.9958,77.0114
sonipat,Total,710183.0,382835.0,327348.0,708.36,1003.0,haryana,2012,86,67,32,32,49,13,183,30,26,25,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2001,73,49,15,15,12,14,346,18,22,14,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2002,82,49,14,14,16,8,290,20,15,10,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2003,62,37,15,15,20,6,300,17,21,5,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2004,67,34,13,13,20,5,315,16,22,12,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2005,73,42,28,28,29,10,287,14,21,22,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2006,69,39,31,31,49,18,331,26,46,28,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2007,75,44,24,24,26,16,314,16,30,27,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2008,84,48,36,36,43,16,291,24,31,50,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2009,83,70,32,32,42,15,239,17,21,46,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2010,81,66,27,27,56,19,222,26,32,36,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2011,78,65,27,27,42,12,197,23,19,15,79.12,25.06,28.9958,77.0114
sonipat,Rural,383181.0,207546.0,175635.0,648.55,591.0,haryana,2012,86,67,32,32,49,13,183,30,26,25,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2001,73,49,15,15,12,14,346,18,22,14,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2002,82,49,14,14,16,8,290,20,15,10,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2003,62,37,15,15,20,6,300,17,21,5,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2004,67,34,13,13,20,5,315,16,22,12,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2005,73,42,28,28,29,10,287,14,21,22,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2006,69,39,31,31,49,18,331,26,46,28,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2007,75,44,24,24,26,16,314,16,30,27,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2008,84,48,36,36,43,16,291,24,31,50,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2009,83,70,32,32,42,15,239,17,21,46,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2010,81,66,27,27,56,19,222,26,32,36,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2011,78,65,27,27,42,12,197,23,19,15,79.12,25.06,28.9958,77.0114
sonipat,Urban,327002.0,175289.0,151713.0,59.81,5467.0,haryana,2012,86,67,32,32,49,13,183,30,26,25,79.12,25.06,28.9958,77.0114
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2001,57,29,28,28,6,7,187,17,26,20,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2002,63,39,17,17,10,6,155,17,14,40,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2003,50,52,25,25,15,6,170,17,12,23,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2004,65,39,29,29,13,6,137,15,14,21,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2005,48,48,29,29,10,6,178,9,17,32,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2006,62,36,34,34,17,6,189,22,13,29,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2007,56,49,18,18,20,10,187,31,18,32,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2008,67,53,39,39,20,12,197,17,25,38,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2009,65,61,36,36,30,13,164,18,30,38,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2010,72,53,51,51,19,13,173,17,26,57,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2011,77,50,57,57,32,15,176,9,38,52,80.22,25.06,28.9,76.5667
rohtak,Total,1061204.0,568479.0,492725.0,1745.0,608.0,haryana,2012,60,63,37,37,23,12,174,12,24,40,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2001,57,29,28,28,6,7,187,17,26,20,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2002,63,39,17,17,10,6,155,17,14,40,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2003,50,52,25,25,15,6,170,17,12,23,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2004,65,39,29,29,13,6,137,15,14,21,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2005,48,48,29,29,10,6,178,9,17,32,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2006,62,36,34,34,17,6,189,22,13,29,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2007,56,49,18,18,20,10,187,31,18,32,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2008,67,53,39,39,20,12,197,17,25,38,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2009,65,61,36,36,30,13,164,18,30,38,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2010,72,53,51,51,19,13,173,17,26,57,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2011,77,50,57,57,32,15,176,9,38,52,80.22,25.06,28.9,76.5667
rohtak,Rural,615040.0,332034.0,283006.0,1639.02,375.0,haryana,2012,60,63,37,37,23,12,174,12,24,40,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2001,57,29,28,28,6,7,187,17,26,20,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2002,63,39,17,17,10,6,155,17,14,40,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2003,50,52,25,25,15,6,170,17,12,23,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2004,65,39,29,29,13,6,137,15,14,21,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2005,48,48,29,29,10,6,178,9,17,32,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2006,62,36,34,34,17,6,189,22,13,29,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2007,56,49,18,18,20,10,187,31,18,32,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2008,67,53,39,39,20,12,197,17,25,38,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2009,65,61,36,36,30,13,164,18,30,38,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2010,72,53,51,51,19,13,173,17,26,57,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2011,77,50,57,57,32,15,176,9,38,52,80.22,25.06,28.9,76.5667
rohtak,Urban,446164.0,236445.0,209719.0,105.98,4210.0,haryana,2012,60,63,37,37,23,12,174,12,24,40,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2001,57,29,28,28,6,7,187,17,26,20,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2002,63,39,17,17,10,6,155,17,14,40,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2003,50,52,25,25,15,6,170,17,12,23,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2004,65,39,29,29,13,6,137,15,14,21,80.22,25.06,28.9,76.5667
