District_x,Area Type,Total Population,Male Population,Female Population,Area (sq km),Population Density,State,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,Literacy,Estimated Unemployment Rate (%),lat,lng
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2005,48,48,29,29,10,6,178,9,17,32,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2006,62,36,34,34,17,6,189,22,13,29,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2007,56,49,18,18,20,10,187,31,18,32,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2008,67,53,39,39,20,12,197,17,25,38,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2009,65,61,36,36,30,13,164,18,30,38,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2010,72,53,51,51,19,13,173,17,26,57,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2011,77,50,57,57,32,15,176,9,38,52,80.22,25.06,28.9,76.5667
rohtak,Total,734328.0,392188.0,342140.0,937.23,784.0,haryana,2012,60,63,37,37,23,12,174,12,24,40,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2001,57,29,28,28,6,7,187,17,26,20,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2002,63,39,17,17,10,6,155,17,14,40,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2003,50,52,25,25,15,6,170,17,12,23,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2004,65,39,29,29,13,6,137,15,14,21,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2005,48,48,29,29,10,6,178,9,17,32,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2006,62,36,34,34,17,6,189,22,13,29,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2007,56,49,18,18,20,10,187,31,18,32,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2008,67,53,39,39,20,12,197,17,25,38,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2009,65,61,36,36,30,13,164,18,30,38,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2010,72,53,51,51,19,13,173,17,26,57,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2011,77,50,57,57,32,15,176,9,38,52,80.22,25.06,28.9,76.5667
rohtak,Rural,329211.0,177499.0,151712.0,852.43,386.0,haryana,2012,60,63,37,37,23,12,174,12,24,40,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2001,57,29,28,28,6,7,187,17,26,20,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2002,63,39,17,17,10,6,155,17,14,40,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2003,50,52,25,25,15,6,170,17,12,23,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2004,65,39,29,29,13,6,137,15,14,21,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2005,48,48,29,29,10,6,178,9,17,32,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2006,62,36,34,34,17,6,189,22,13,29,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2007,56,49,18,18,20,10,187,31,18,32,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2008,67,53,39,39,20,12,197,17,25,38,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2009,65,61,36,36,30,13,164,18,30,38,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2010,72,53,51,51,19,13,173,17,26,57,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2011,77,50,57,57,32,15,176,9,38,52,80.22,25.06,28.9,76.5667
rohtak,Urban,405117.0,214689.0,190428.0,84.8,4777.0,haryana,2012,60,63,37,37,23,12,174,12,24,40,80.22,25.06,28.9,76.5667
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2001,68,38,37,37,53,25,304,19,47,242,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2002,57,38,37,37,39,22,292,19,56,1122,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2003,57,30,36,36,49,21,300,14,34,980,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2004,67,31,42,42,49,17,346,28,45,585,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2005,76,44,39,39,67,24,349,18,42,253,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2006,58,45,40,40,66,20,244,14,35,144,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2007,65,36,37,37,117,37,224,19,23,0,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2008,59,24,46,46,94,15,191,21,23,97,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2009,60,47,35,35,62,24,175,17,26,4,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2010,70,49,51,51,86,16,191,23,27,78,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2011,60,59,54,54,82,23,213,10,31,59,81.7,25.06,28.4333,77.3167
faridabad,Total,1809733.0,966110.0,843623.0,741.0,2442.0,haryana,2012,72,50,47,47,87,16,163,8,31,84,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2001,68,38,37,37,53,25,304,19,47,242,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2002,57,38,37,37,39,22,292,19,56,1122,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2003,57,30,36,36,49,21,300,14,34,980,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2004,67,31,42,42,49,17,346,28,45,585,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2005,76,44,39,39,67,24,349,18,42,253,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2006,58,45,40,40,66,20,244,14,35,144,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2007,65,36,37,37,117,37,224,19,23,0,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2008,59,24,46,46,94,15,191,21,23,97,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2009,60,47,35,35,62,24,175,17,26,4,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2010,70,49,51,51,86,16,191,23,27,78,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2011,60,59,54,54,82,23,213,10,31,59,81.7,25.06,28.4333,77.3167
faridabad,Rural,370878.0,198103.0,172775.0,522.58,710.0,haryana,2012,72,50,47,47,87,16,163,8,31,84,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2001,68,38,37,37,53,25,304,19,47,242,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2002,57,38,37,37,39,22,292,19,56,1122,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2003,57,30,36,36,49,21,300,14,34,980,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2004,67,31,42,42,49,17,346,28,45,585,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2005,76,44,39,39,67,24,349,18,42,253,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2006,58,45,40,40,66,20,244,14,35,144,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2007,65,36,37,37,117,37,224,19,23,0,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2008,59,24,46,46,94,15,191,21,23,97,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2009,60,47,35,35,62,24,175,17,26,4,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2010,70,49,51,51,86,16,191,23,27,78,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2011,60,59,54,54,82,23,213,10,31,59,81.7,25.06,28.4333,77.3167
faridabad,Urban,1438855.0,768007.0,670848.0,218.42,6588.0,haryana,2012,72,50,47,47,87,16,163,8,31,84,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2001,68,38,37,37,53,25,304,19,47,242,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2002,57,38,37,37,39,22,292,19,56,1122,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2003,57,30,36,36,49,21,300,14,34,980,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2004,67,31,42,42,49,17,346,28,45,585,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2005,76,44,39,39,67,24,349,18,42,253,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2006,58,45,40,40,66,20,244,14,35,144,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2007,65,36,37,37,117,37,224,19,23,0,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2008,59,24,46,46,94,15,191,21,23,97,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2009,60,47,35,35,62,24,175,17,26,4,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2010,70,49,51,51,86,16,191,23,27,78,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2011,60,59,54,54,82,23,213,10,31,59,81.7,25.06,28.4333,77.3167
faridabad,Total,1594839.0,851917.0,742922.0,351.0,4544.0,haryana,2012,72,50,47,47,87,16,163,8,31,84,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2001,68,38,37,37,53,25,304,19,47,242,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2002,57,38,37,37,39,22,292,19,56,1122,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2003,57,30,36,36,49,21,300,14,34,980,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2004,67,31,42,42,49,17,346,28,45,585,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2005,76,44,39,39,67,24,349,18,42,253,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2006,58,45,40,40,66,20,244,14,35,144,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2007,65,36,37,37,117,37,224,19,23,0,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2008,59,24,46,46,94,15,191,21,23,97,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2009,60,47,35,35,62,24,175,17,26,4,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2010,70,49,51,51,86,16,191,23,27,78,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2011,60,59,54,54,82,23,213,10,31,59,81.7,25.06,28.4333,77.3167
faridabad,Rural,160275.0,86260.0,74015.0,137.08,1169.0,haryana,2012,72,50,47,47,87,16,163,8,31,84,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2001,68,38,37,37,53,25,304,19,47,242,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2002,57,38,37,37,39,22,292,19,56,1122,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2003,57,30,36,36,49,21,300,14,34,980,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2004,67,31,42,42,49,17,346,28,45,585,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2005,76,44,39,39,67,24,349,18,42,253,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2006,58,45,40,40,66,20,244,14,35,144,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2007,65,36,37,37,117,37,224,19,23,0,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2008,59,24,46,46,94,15,191,21,23,97,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2009,60,47,35,35,62,24,175,17,26,4,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2010,70,49,51,51,86,16,191,23,27,78,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2011,60,59,54,54,82,23,213,10,31,59,81.7,25.06,28.4333,77.3167
faridabad,Urban,1434564.0,765657.0,668907.0,213.92,6706.0,haryana,2012,72,50,47,47,87,16,163,8,31,84,81.7,25.06,28.4333,77.3167
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2001,21,101,35,35,34,2,961,13,53,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2002,40,90,24,24,21,0,646,13,34,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2003,50,88,27,27,28,13,639,14,50,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2004,52,98,41,41,25,6,523,23,48,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2005,39,86,30,30,20,0,362,12,67,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2006,35,102,29,29,27,1,434,16,63,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2007,39,85,32,32,33,3,610,18,76,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2008,38,70,48,48,28,1,561,12,74,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2009,41,77,37,37,36,2,429,11,83,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2010,39,65,41,41,34,9,389,18,58,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2011,39,47,55,55,25,6,225,17,54,0,65.13,13.66,28.0181,73.3169
bikaner,Total,2363937.0,1240801.0,1123136.0,30239.0,78.0,rajasthan,2012,45,73,67,67,35,6,229,16,31,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2001,21,101,35,35,34,2,961,13,53,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2002,40,90,24,24,21,0,646,13,34,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2003,50,88,27,27,28,13,639,14,50,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2004,52,98,41,41,25,6,523,23,48,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2005,39,86,30,30,20,0,362,12,67,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2006,35,102,29,29,27,1,434,16,63,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2007,39,85,32,32,33,3,610,18,76,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2008,38,70,48,48,28,1,561,12,74,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2009,41,77,37,37,36,2,429,11,83,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2010,39,65,41,41,34,9,389,18,58,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2011,39,47,55,55,25,6,225,17,54,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,1563553.0,821434.0,742119.0,30028.81,52.0,rajasthan,2012,45,73,67,67,35,6,229,16,31,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2001,21,101,35,35,34,2,961,13,53,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2002,40,90,24,24,21,0,646,13,34,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2003,50,88,27,27,28,13,639,14,50,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2004,52,98,41,41,25,6,523,23,48,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2005,39,86,30,30,20,0,362,12,67,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2006,35,102,29,29,27,1,434,16,63,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2007,39,85,32,32,33,3,610,18,76,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2008,38,70,48,48,28,1,561,12,74,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2009,41,77,37,37,36,2,429,11,83,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2010,39,65,41,41,34,9,389,18,58,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2011,39,47,55,55,25,6,225,17,54,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,800384.0,419367.0,381017.0,210.19,3808.0,rajasthan,2012,45,73,67,67,35,6,229,16,31,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2001,21,101,35,35,34,2,961,13,53,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2002,40,90,24,24,21,0,646,13,34,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2003,50,88,27,27,28,13,639,14,50,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2004,52,98,41,41,25,6,523,23,48,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2005,39,86,30,30,20,0,362,12,67,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2006,35,102,29,29,27,1,434,16,63,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2007,39,85,32,32,33,3,610,18,76,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2008,38,70,48,48,28,1,561,12,74,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2009,41,77,37,37,36,2,429,11,83,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2010,39,65,41,41,34,9,389,18,58,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2011,39,47,55,55,25,6,225,17,54,0,65.13,13.66,28.0181,73.3169
bikaner,Total,919706.0,483175.0,436531.0,3698.62,249.0,rajasthan,2012,45,73,67,67,35,6,229,16,31,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2001,21,101,35,35,34,2,961,13,53,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2002,40,90,24,24,21,0,646,13,34,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2003,50,88,27,27,28,13,639,14,50,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2004,52,98,41,41,25,6,523,23,48,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2005,39,86,30,30,20,0,362,12,67,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2006,35,102,29,29,27,1,434,16,63,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2007,39,85,32,32,33,3,610,18,76,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2008,38,70,48,48,28,1,561,12,74,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2009,41,77,37,37,36,2,429,11,83,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2010,39,65,41,41,34,9,389,18,58,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2011,39,47,55,55,25,6,225,17,54,0,65.13,13.66,28.0181,73.3169
bikaner,Rural,256830.0,135199.0,121631.0,3538.59,73.0,rajasthan,2012,45,73,67,67,35,6,229,16,31,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2001,21,101,35,35,34,2,961,13,53,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2002,40,90,24,24,21,0,646,13,34,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2003,50,88,27,27,28,13,639,14,50,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2004,52,98,41,41,25,6,523,23,48,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2005,39,86,30,30,20,0,362,12,67,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2006,35,102,29,29,27,1,434,16,63,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2007,39,85,32,32,33,3,610,18,76,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2008,38,70,48,48,28,1,561,12,74,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2009,41,77,37,37,36,2,429,11,83,0,65.13,13.66,28.0181,73.3169
bikaner,Urban,662876.0,347976.0,314900.0,160.03,4142.0,rajasthan,2010,39,65,41,41,34,9,389,18,58,0,65.13,13.66,28.0181,73.3169
